,0,1,2,3,4,5,6,7,8,9,10
12853,12853,13420,13867,8525,12903,12935,11424,13112,13065,5319,12424
12854,12854,7390,6700,7422,7392,7391,16692,13959,14678,15773,17541
12855,12855,13221,15103,10684,5599,10097,3287,17018,6914,13491,4068
12856,12856,11443,9727,8948,4756,10942,1803,14571,13631,15695,14658
12857,12857,8509,13124,10449,17239,11001,9357,12742,10670,12247,16030
12858,12858,2968,6558,1971,4981,7936,878,13583,1,3701,4034
12859,12859,296,9947,4512,14804,401,4831,10455,9314,13654,727
12860,12860,4614,9828,5244,9398,6608,13527,13153,12782,5017,5529
12861,12861,10927,6812,14035,9095,15926,5762,11940,2514,16823,17379
12862,12862,10921,16623,17548,6991,14401,17698,8729,17648,8936,17159
12863,12863,16509,4494,3637,5203,2734,7727,11977,4743,12778,2569
12864,12864,5646,456,10560,1309,10536,5180,12381,17055,4923,12295
12865,12865,3867,14944,16621,4528,4787,5345,11631,14534,6769,17681
12866,12866,8713,10312,14480,888,4390,3212,17141,15474,7855,10700
12867,12867,15858,13463,10914,11687,927,16239,8671,15319,2299,3873
12868,12868,6550,777,3755,2235,5950,12752,6087,8014,6568,9516
12869,12869,7117,4729,2286,7956,10367,7521,3823,1907,10653,8415
12870,12870,1569,7379,10406,8518,8968,12505,847,15071,17269,9751
12871,12871,14136,16113,8947,9913,10723,12423,10818,10667,15266,11848
12872,12872,13333,5630,4560,3760,5279,1695,11101,1669,16094,6256
12873,8880,12873,13349,5064,13665,10580,14355,12622,9974,16803,4359
12874,12874,15759,11046,9378,14913,14546,17695,8726,17479,15684,3873
12875,12875,7219,12149,7681,3869,6945,899,16463,15661,3840,10116
12876,12876,3817,8527,16064,8200,7524,6557,9898,7450,10083,13605
12877,12877,10832,16835,11178,7726,14780,4428,15447,6776,6374,12737
12878,12878,695,943,17577,14852,5416,1899,1171,2187,1978,3225
12879,12879,10015,4679,3422,15339,14950,14070,12983,10316,11098,7621
12880,12880,16175,10935,5688,3914,12821,12400,973,2077,11148,7191
12881,12881,9725,2540,5388,12883,13037,3233,733,14661,13422,9165
12882,12882,12852,9382,10654,14747,3271,5514,5472,7387,11742,3193
12883,12883,13422,13037,14661,3624,12881,10328,17611,8219,5537,9725
12884,13064,12884,13469,11008,12935,13867,11424,13095,8311,12934,12853
12885,4062,12885,7025,11876,13584,11820,13916,14263,4097,11912,11965
12886,12886,12938,10986,1215,14276,12937,12936,12818,13045,12956,12990
12887,16016,12887,15271,14469,4080,9940,14947,9763,9020,2084,1500
12888,12888,6468,4338,8907,16717,5258,10077,3897,6046,3213,25
12889,12889,14179,14432,9788,5561,8262,4055,5979,12296,15357,17077
12890,12890,16867,15684,13484,10198,12905,14622,10175,6675,16241,12047
12891,12891,14085,17585,9672,14068,13241,3790,9643,9797,6724,15409
12892,12892,10964,7026,4351,1102,11418,17043,1752,14910,8530,8593
12893,12893,7692,6150,1229,17050,68,7492,4312,12946,2589,16233
12894,12894,13713,6322,2868,4849,14594,7791,11599,12079,9869,17460
12895,12895,11258,2528,9244,8088,12137,7636,10126,16248,8550,14320
12896,12896,12438,13025,6780,2348,7711,11444,4650,14687,12084,17274
12897,11475,2729,12897,1935,17184,4832,8265,6712,3861,3832,2277
12898,12898,4814,6832,2777,6193,10249,3287,6836,12035,13399,13491
12899,12899,7868,7693,3699,5219,13754,7270,1700,8833,12449,9496
12900,12900,11847,8460,15231,4403,6621,1590,6947,7517,6162,2813
12901,12901,10956,1918,8966,14646,3192,5560,16632,17288,9015,6645
12902,12902,3713,5801,7166,1569,9338,13337,11296,282,3443,3241
12903,12903,8525,13849,13470,12939,6527,12713,13420,12853,9266,13867
12904,12904,11045,15789,16508,4879,10041,16559,6534,10726,14273,15025
12905,12905,10198,16867,15684,13484,12890,14622,11046,10175,16241,6675
12906,12906,108,753,12318,346,358,11823,3153,11271,6397,16195
12907,12907,12824,12962,9420,12299,14499,13544,8087,14350,6739,10075
12908,12908,10040,7360,11247,13277,9295,16356,1430,11313,4844,12747
12909,12909,1097,12155,8427,1258,8061,8105,7873,6960,13352,12640
12910,12910,8850,10067,5329,17057,16930,12348,17289,15288,15982,4764
12911,12911,8836,11280,13453,12330,15748,7845,6245,743,6457,330
12912,12912,15288,15982,4755,15822,8850,11015,10067,11045,5329,17057
12913,12913,17286,3019,6441,2253,389,12201,6442,4091,9991,7713
12914,12914,9824,3541,12605,11036,10270,12529,10946,10365,11026,13739
12915,12915,5153,8139,9546,15285,11159,4195,5211,14817,4596,16217
12916,12916,3525,13036,10219,13046,3616,7318,3069,12425,13850,12957
12917,12917,16269,5510,3890,16536,6949,6098,16270,5804,11196,6648
12918,12918,15115,17503,15152,13446,9319,4467,14610,16749,1751,17259
12919,12919,7690,4936,13949,3989,12309,2353,4544,320,12070,14019
12920,12920,8697,9386,17486,14089,15571,17040,15184,13733,1941,11799
12921,12921,7772,15273,4678,24,7125,4895,5227,973,1392,3046
12922,12922,8511,9200,13247,17592,745,7096,17034,1004,16665,16131
12923,12923,10593,6378,11734,197,14499,11493,5718,16983,2067,16749
12924,12924,11542,11947,3645,3969,12108,13321,4022,7028,3904,1454
12925,12925,8425,4887,13613,9703,8671,927,8694,16746,16239,2299
12926,12926,17617,17673,17672,17616,17728,17671,17615,17731,17727,7568
12927,12927,7010,6479,2514,2313,1038,10467,5937,3987,3408,2287
12928,12928,9698,9886,13736,9262,10575,9948,6678,9265,497,8828
12929,12929,8766,4904,15863,13120,6260,16380,8876,6151,10779,7784
12930,12930,2446,12279,13877,4471,14086,8287,13606,4005,11153,3536
12931,12931,6059,8150,7778,8625,11724,14415,9747,154,7880,10077
12932,12932,10878,15098,10826,15312,10824,9639,11205,14409,13437,10844
12933,12933,71,5138,4863,8396,2074,6601,1251,14895,10903,485
12934,12934,8311,13095,13852,5319,7908,12424,14896,10933,14928,1223
12935,12935,12853,13420,13064,13469,12884,6527,12939,12713,5319,14276
12936,12818,12936,13045,12937,12956,12990,7128,7154,1215,10986,14276
12937,12937,12818,12936,13045,12956,12990,7128,7154,1215,10986,14276
12938,12938,12886,10986,1215,14276,12937,12818,13045,12936,12990,7128
12939,12939,6527,12713,9266,8525,12903,12935,13470,13849,13851,5110
12940,12940,16740,16739,16790,16741,4649,177,3736,10730,15815,4513
12941,12941,13288,4877,6932,15513,17756,9401,11672,16830,15282,4705
12942,12942,4463,4887,8425,16864,11065,15621,13510,5336,12575,5000
12943,12943,11022,11270,2734,3850,17274,13603,11444,2777,6832,9060
12944,12944,10276,7407,5666,16161,17004,12516,15120,10681,14560,4303
12945,12945,4685,3906,1083,9514,5819,237,92,6099,2810,7528
12946,12946,4312,16233,2589,5327,10724,11000,6505,11137,2482,3489
12947,12947,11070,15748,15528,6245,743,6457,12700,10973,4178,6598
12948,12948,13140,13050,14807,14876,5774,15042,17114,5039,1615,10265
12949,12949,5122,14411,4767,14803,17495,4800,10756,6787,12987,12623
12950,12950,1601,8440,16031,1828,3471,4936,455,5154,14674,7445
12951,12951,16310,10818,16113,11848,14136,16932,12871,10723,8947,12423
12952,12952,8850,10067,5329,17057,12348,16930,17289,15288,15982,4764
12953,12953,320,12070,4738,6124,247,5395,2761,4087,863,2353
12954,12954,5275,2918,8284,14404,13700,9829,16154,2263,6533,5437
12955,12955,1898,1949,3767,16467,9835,5014,3000,9918,16567,5963
12956,7128,12956,12990,12936,13045,12818,12937,7154,1215,10986,14276
12957,12989,12957,13850,12425,13144,10086,13143,13047,16922,6685,10526
12958,12958,1566,10986,1215,14276,12937,12936,13045,12818,12956,7128
12959,12959,7585,2386,12512,7705,14393,8026,15941,8473,5786,2843
12960,12960,8256,12048,5119,9761,11476,5640,8259,14429,12744,15010
12961,12961,4850,5146,11031,16224,5125,3628,14822,6501,6520,5060
12962,12962,12824,12907,9420,12299,14499,13544,8087,14350,12464,6739
12963,12963,4271,6205,11770,170,6651,14377,12076,1221,586,6368
12964,12964,4476,9495,1112,4595,15251,934,13474,15315,3646,4826
12965,12965,1492,6126,891,4429,3656,4621,1239,10233,13627,12685
12966,12966,3673,10039,2831,10650,10433,10716,15328,4776,3678,10477
12967,12967,16192,17242,7878,16381,16344,16830,7656,4911,16848,10135
12968,12968,13853,1250,138,2755,14816,5046,5567,11746,546,8159
12969,12969,15512,17713,14826,15680,15320,6596,5176,11948,13379,3640
12970,12970,9346,12287,16518,15990,3873,2504,16823,940,16731,829
12971,12971,12488,13657,16237,16710,13194,14868,13986,8513,15703,17446
12972,12972,15276,411,1578,11300,3376,6361,10748,38,9904,9282
12973,12973,11827,5202,6776,11861,8597,962,814,522,11178,15817
12974,12974,13005,13032,16302,13517,11472,14935,13717,14738,13958,4819
12975,12975,15400,11678,3391,7548,16010,5756,5696,3449,1726,11365
12976,12976,16480,10924,9995,13812,3088,141,11962,3394,11625,11571
12977,12977,10569,12172,9717,14327,12598,15755,7909,3351,15440,15009
12978,12978,14338,7844,10715,13307,14843,1280,4589,13994,1371,8363
12979,12979,4073,2538,5961,7124,6618,1418,7883,3169,13988,4936
12980,12980,14049,9385,1056,10211,8424,17189,17273,13055,3034,8098
12981,12981,14696,17405,8816,12561,7059,10515,10753,15479,1022,14790
12982,12982,8515,5609,542,13669,5517,10138,12467,3310,536,2890
12983,12983,14950,14070,10015,5914,11372,10316,2281,7621,17772,8144
12984,12984,13223,11319,7489,8783,10235,8207,17737,5690,14858,13815
12985,12985,8523,9850,5564,13093,5267,13289,12999,13909,4170,6695
12986,12986,4916,15815,4724,12615,11482,9487,457,17000,14197,1278
12987,12987,15831,14803,5122,14411,4767,17495,4800,10756,6787,12623
12988,12988,6527,12939,12713,13470,13849,5110,9266,8525,12903,13851
12989,12989,12957,13850,12425,13144,10086,13143,13047,16922,6685,10526
12990,7128,12956,12990,12936,13045,12818,12937,7154,1215,10986,14276
12991,12991,14312,12125,6529,12093,16669,12072,15051,12127,14975,13636
12992,12992,2764,3086,13326,13592,8785,765,2324,6711,4514,10329
12993,12993,13401,16643,13356,16144,5751,4461,7701,16282,13282,5906
12994,12994,10957,6070,11079,2550,12791,5976,3523,8170,2576,13511
12995,12995,15754,17123,5060,3360,6840,868,6014,8883,14390,15257
12996,12996,15727,1701,11490,14798,13214,16672,12732,13291,13724,12642
12997,12997,16162,6569,8799,17106,13115,2081,2542,2241,3799,16505
12998,12998,16171,14614,6765,12549,810,11556,5955,2002,5830,15536
12999,12999,5267,13289,13093,9850,5564,8523,13909,12985,4170,6695
13000,13000,5872,13231,6338,10938,5689,1902,1174,804,219,882
13001,13001,17734,17503,5459,3238,2833,13428,11856,11964,11822,11911
13002,13002,6548,6536,16391,1505,3617,13465,4405,2390,15442,6976
13003,1740,6273,13003,5738,7995,6652,167,2267,4213,6702,7651
13004,13004,10854,17584,6365,13582,3583,6641,5807,3916,425,290
13005,13005,13032,16302,14738,13958,15184,17040,13733,13517,11472,17645
13006,13006,12602,4598,16341,7052,13157,15517,6511,4681,8189,1465
13007,13007,10300,11479,3765,16880,5843,4834,2489,7840,4791,8644
13008,13008,578,16580,3083,12491,3738,2199,2198,7936,10222,10028
13009,13009,11494,3511,11406,11777,11929,2660,2208,2454,1415,14130
13010,16552,13010,16452,13947,16720,15924,1476,1685,5124,4616,6043
13011,11657,1432,13011,10134,13801,13713,12894,6322,13885,3170,12139
13012,13012,4935,14552,5602,5024,11685,9373,12369,9139,720,9004
13013,13013,10771,13409,6708,2419,3835,5974,2514,2332,6466,7857
13014,13014,16360,16968,16370,4873,9605,14826,14088,11865,17226,9522
13015,13015,10408,12239,4998,15662,14943,2858,5681,4761,4813,4438
13016,13016,14446,6214,5016,15106,15419,16318,16674,4896,13520,15587
13017,13017,10684,5599,3287,13491,15701,8689,10786,3652,9030,2022
13018,13018,9094,11985,12673,6350,8427,12155,8061,12640,1258,8105
13019,13019,10314,14103,14699,11500,14420,16563,14856,12540,7615,2200
13020,13020,15274,8511,10197,4247,13676,12386,3873,16518,9586,9054
13021,13021,13339,6623,10008,7704,12312,6362,15621,9740,5874,12575
13022,13022,540,14062,8145,2224,8791,7940,8277,8930,10607,14647
13023,13023,8954,10020,13082,2431,9139,9636,5024,8321,629,702
13024,13024,5074,1529,540,10223,8446,13022,1111,10015,11749,12654
13025,13025,17037,10534,8371,14687,4106,12438,4278,1138,5300,533
13026,13026,13540,6572,3874,11123,7603,4199,12117,10542,16389,10759
13027,13027,91,2402,11526,1114,2247,13943,9062,14182,17223,4047
13028,13028,11683,11878,14363,12565,14934,14312,12991,11132,10197,4247
13029,13029,10604,10153,5972,10298,2908,4792,3453,5091,2820,14556
13030,13030,12661,16215,17609,601,15070,2114,10319,8532,6044,3174
13031,13031,16719,16843,17454,530,16035,4435,16361,13182,13975,13413
13032,13032,16302,13005,13733,17040,15184,13958,14738,13517,11472,14935
13033,13033,11045,4876,9386,15982,16508,15789,7403,16559,12904,3685
13034,13034,6882,17702,3375,2135,13493,15859,17106,6395,16176,2081
13035,13035,17078,12539,8842,5611,8855,1242,6530,11677,885,2024
13036,12916,3525,13036,10219,13046,3616,7318,3069,12425,13850,12957
13037,13037,12883,13422,14661,3624,12881,10328,8178,17611,5537,9725
13038,13038,6567,17474,7907,2669,10188,13025,17728,17616,17672,17617
13039,13039,9977,6199,1105,7933,1460,11679,5390,2347,9876,8429
13040,13040,6837,7852,8815,17050,12268,13897,14704,12261,11791,13603
13041,13041,215,1237,4420,2198,2199,12491,5823,7141,232,16462
13042,13042,13970,14673,10540,15969,10881,11268,10432,242,971,5812
13043,13043,7407,5666,10276,12944,9991,2253,9931,5240,726,6441
13044,13044,9932,8505,11596,6981,16264,13917,4730,11459,11460,11458
13045,12818,12936,13045,12937,12956,12990,7128,7154,1215,10986,14276
13046,13046,3525,12916,13036,12989,13850,13144,12425,12957,3616,7318
13047,13047,10086,13143,13850,12425,12957,12989,13144,2437,14692,16160
13048,13048,13233,5143,13378,15197,11033,10407,15385,14917,8710,11809
13049,13049,17157,11861,12737,14960,17516,436,17462,16578,4428,11396
13050,13050,13140,12948,5039,1615,10265,14807,14876,5774,15042,3917
13051,13051,2231,5536,702,6720,3405,9586,13495,8136,6957,17601
13052,13052,3071,10356,11516,16707,8866,13375,4110,15547,16353,7619
13053,13053,16888,13908,4001,7526,17049,15186,15159,7804,8127,13090
13054,13054,14265,7851,12188,2657,15245,13577,10584,13859,12533,7511
13055,13055,9385,8098,1056,10211,8424,17189,11171,17273,3034,14049
13056,13056,408,9438,261,4751,4749,1431,7591,8051,10337,12028
13057,13057,14588,10106,3719,17441,14589,14503,16342,13763,17735,11397
13058,13058,17741,10817,16952,14032,12189,9317,9433,14256,440,65
13059,13059,15276,584,5726,14497,17074,16492,6145,3785,5869,8224
13060,13060,4876,11045,17127,13033,16618,16508,15789,4800,16559,12904
13061,13061,9356,11393,15266,10667,12423,10723,8947,9913,12871,14136
13062,13062,14358,2623,14232,1846,10421,10185,4701,713,905,2384
13063,13063,12165,6017,8682,6913,14826,2501,17713,4268,11948,11022
13064,13064,12884,13469,11008,12935,13867,11424,13095,8311,12934,12853
13065,13112,13065,13867,11424,10870,12853,13420,13470,13849,8525,12903
13066,13066,2877,2241,2266,13699,855,9142,16162,3799,10905,16451
13067,13067,14328,1405,13381,6766,13141,10347,6171,11851,8465,11578
13068,13068,16858,9289,7463,2790,2144,11646,2562,3845,4060,6564
13069,17696,5466,13069,13819,3754,6644,8704,2717,11906,2894,3027
13070,13070,16799,16361,14783,17509,12678,12408,12384,17244,15451,11318
13071,13071,8790,5702,16190,8374,17306,16314,17181,15414,5043,15457
13072,13072,14297,8841,9002,16032,6321,12527,8584,4370,8138,12456
13073,13073,4866,12071,8745,17668,9322,16479,11712,14753,12215,7564
13074,13074,246,9131,15791,5181,1704,14809,16869,14601,9589,5519
13075,13075,217,86,12230,14065,13598,896,6613,1040,4968,711
13076,13076,12723,17443,16850,11498,8078,2462,7655,2331,5196,3183
13077,13077,3120,9379,15757,4124,8982,11296,15065,8679,3873,1851
13078,13078,9431,2253,4496,12664,15323,8522,6820,6546,6841,6939
13079,13079,7784,511,8519,17214,3084,7555,6131,9775,13293,7553
13080,13080,15720,8725,17125,16078,13158,10865,3185,4029,8055,8908
13081,13081,629,10827,5840,17742,3419,7654,14726,10249,330,1968
13082,13082,9900,5828,5582,15629,12532,594,3712,509,569,1133
13083,13083,11641,16081,11380,17379,17378,17279,454,3095,1271,8921
13084,13084,2750,265,1275,377,11945,2244,12054,5075,3849,404
13085,13085,16196,10504,1289,7007,4605,1479,1909,5427,4246,9139
13086,8997,13635,14683,13086,11808,628,646,5787,14099,8534,11436
13087,13087,1301,16809,16842,3842,16810,12605,10470,10754,13739,12479
13088,13088,15124,1974,3824,12587,5489,17201,5439,3999,11219,11096
13089,13089,525,103,6494,6450,7589,9125,16320,7947,805,545
13090,13090,10244,9176,8127,4173,10254,12680,10554,4001,13908,17049
13091,13091,16855,13364,13624,5372,83,17396,2633,2948,5690,13815
13092,13092,11382,12756,16125,15853,2687,1216,11858,1195,2314,12703
13093,13093,9850,8523,5564,5267,13289,12999,12985,13909,4170,6695
13094,13094,6563,13412,26,3777,6013,12668,15668,13791,1896,1149
13095,12934,8311,13095,13852,5319,7908,12424,14896,10933,14928,1223
13096,6116,13636,13096,14975,13617,3499,12125,13097,5542,6529,15051
13097,13097,5542,3499,12125,13096,6116,14975,13636,13617,6529,15051
13098,13098,14174,14175,13207,10495,6605,13772,7192,15249,5760,4535
13099,13099,6986,9084,5031,10687,12747,4263,13612,13758,10275,5917
13100,13100,12571,5096,14539,14449,14916,12696,17436,8586,15230,4725
13101,13101,11228,13175,4895,2319,8565,3046,13977,4153,7332,402
13102,13102,2747,7672,3927,11169,3424,995,13557,2017,6292,8659
13103,13103,13686,8110,3349,10152,4003,4642,7534,14717,2418,3969
13104,13104,705,6381,5727,3849,4648,123,2914,598,873,3701
13105,13105,9641,9922,14718,12399,3290,7727,9956,12466,13322,4156
13106,13106,17749,17211,12639,8057,9723,6438,13880,7056,17398,9004
13107,3813,8830,13107,7832,13623,7900,17701,2474,7273,6872,16998
13108,13108,1139,2561,13521,10430,3826,4179,4585,3137,4300,1306
13109,13109,3262,6194,10348,7782,1217,543,6857,10464,4508,7320
13110,13110,5999,11503,14405,4453,11644,4072,4568,13902,9798,4099
13111,13111,7463,2144,6564,16858,9289,11646,5012,3845,2562,4060
13112,13112,13065,13867,11424,10870,12853,13420,13470,13849,8525,12903
13113,13113,5129,13798,15081,11411,9014,7881,8331,9681,12486,15160
13114,13114,15975,7070,1851,10781,335,413,3649,9213,826,2228
13115,13115,12997,16162,6569,8799,17106,2081,2542,2241,3799,15895
13116,13116,11688,19,8384,2033,12559,864,2721,841,373,2395
13117,13117,9524,9762,8008,11355,4196,13606,11022,8683,15704,2777
13118,13118,8318,13689,5248,9696,9226,12018,6324,372,8145,2623
13119,13119,4292,14511,1887,11844,13922,3692,16812,14766,5976,2550
13120,13120,15863,4904,8766,16380,12929,8876,6151,6260,11720,902
13121,13121,14039,6253,7738,3311,7987,16162,4050,6274,12955,2763
13122,10977,13122,5453,16403,10374,9826,9314,1311,7564,16119,2940
13123,13123,6057,7083,8690,6993,3810,8576,1554,2391,6093,13932
13124,13124,8509,12857,11001,16501,17239,10449,8870,15642,9503,476
13125,13125,14058,622,4702,1548,14146,9001,15768,12656,17699,12626
13126,13126,2484,3677,13938,5144,6015,9256,8170,7000,5230,16001
13127,13127,13723,9441,10888,2375,10130,3481,6525,17606,10824,15098
13128,13128,1681,14038,8493,15881,1628,6681,17622,2283,17606,10824
13129,13129,8898,208,1632,3871,1508,534,687,2339,1148,1186
13130,13130,12846,10734,9471,3482,15985,1852,11188,10338,1773,1849
13131,13131,921,14932,6772,17742,6598,4574,10595,3850,16672,11687
13132,13132,17718,11028,12694,15486,4250,11289,16686,3409,7277,11998
13133,13133,13665,3023,8824,11898,3620,6764,12873,8880,13349,4202
13134,13134,1766,830,12781,6079,10845,10482,5145,2473,3001,9885
13135,13135,9210,10680,17597,3109,12823,4632,3961,12455,3771,14305
13136,13136,3133,10447,17549,10059,11629,3909,5286,8465,1615,10265
13137,13137,17143,13534,2118,13284,13295,1539,4166,16586,16076,13238
13138,13138,12301,14680,14483,14664,2345,15280,7977,11902,15246,5613
13139,13139,994,3808,5182,14989,14093,12607,3807,6224,15575,9868
13140,13140,13050,12948,5039,1615,10265,14807,14876,5774,15042,3917
13141,13141,6766,1615,10265,3258,17529,12583,17766,13067,16795,14329
13142,13142,16903,6556,14290,10439,11897,8787,16539,11183,6814,15173
13143,13143,10086,12989,12425,13850,13144,12957,13047,16922,6685,7945
13144,12989,12957,13850,12425,13144,10086,13143,13047,16922,6685,10526
13145,13145,4856,10672,10857,11312,9178,4858,3917,6179,15854,17126
13146,13146,17645,15288,15982,8697,12355,6733,4755,8850,15822,11015
13147,13147,7976,4143,2541,2353,5411,6829,10058,938,5938,4738
13148,13148,6509,6200,12588,15503,6695,4170,13093,5564,8523,9850
13149,13149,1186,2339,1148,1508,687,534,3871,8898,208,1632
13150,13150,14313,3390,391,1136,298,13258,10868,859,968,8619
13151,13151,9669,1461,7291,7883,11653,16862,12848,3369,3043,2981
13152,13152,15786,17435,2122,12721,10827,10249,10020,10472,6193,11565
13153,13153,13527,2181,4614,12860,5244,9828,5017,9398,625,12782
13154,13154,7217,9250,9691,2133,8928,17336,15936,15180,7111,754
13155,13155,13566,16926,5772,12216,10459,2387,9791,8648,7766,6458
13156,13156,9508,10563,1774,7828,13886,13906,15810,11462,6550,777
13157,13157,7052,16341,13006,12602,4598,16300,2324,10357,8298,4182
13158,13158,17063,16078,17125,13080,4029,3185,15720,10865,202,8725
13159,13159,5892,15907,1789,16009,17139,7180,9080,2632,931,2896
13160,13160,330,7683,1993,10020,2431,9636,15698,8321,629,702
13161,13161,6160,11886,2134,324,7303,7401,9927,7136,14482,7469
13162,13162,16754,2735,8819,4436,9711,8622,8092,11535,11654,13431
13163,13163,906,11375,9638,5691,7941,2325,11346,12845,7611,15515
13164,13164,5796,4008,1200,8243,7218,7841,7575,1927,11332,16172
13165,13165,3038,8750,4674,8430,13360,2303,1641,3363,7962,2083
13166,13166,6776,14960,962,17516,436,16578,16857,4428,2892,7183
13167,13167,6899,17391,15020,1831,12138,14522,9777,8119,14867,5293
13168,13168,5210,1167,7557,5203,8802,10383,7240,3988,11531,16411
13169,13169,16418,9443,3357,13981,6680,15405,16770,5714,6289,8870
13170,13170,8758,5928,8806,15441,11568,9553,13179,12761,13701,14517
13171,13171,11544,4418,7937,657,3638,5741,9071,12431,5747,10152
13172,13172,12333,3261,8253,5659,16247,5393,3273,17703,17089,8541
13173,13173,3425,4450,16633,13735,8665,13613,13750,11364,1556,13535
13174,13174,17026,14362,10763,7477,17456,13876,7137,14181,4474,2492
13175,13175,11228,13101,2319,4895,8565,12212,1390,10499,2412,9498
13176,13176,9279,10373,12375,3693,4096,2506,15298,9164,4783,8575
13177,13177,4903,4439,8306,6295,1995,16715,10714,6382,12744,9307
13178,13178,690,12858,2055,8809,14858,17692,17781,12607,12334,5441
13179,9553,13179,14517,5928,11568,15441,8806,7200,4187,6957,11069
13180,13180,15437,9790,3248,5832,16717,5174,4694,4081,6002,15711
13181,2871,2215,13181,1182,6830,5927,3770,6215,4200,4885,10264
13182,13182,3063,15227,3288,3047,10464,6857,4508,543,1217,7782
13183,13183,11455,11105,8989,2268,11314,10909,8122,5217,13755,7248
13184,13184,14008,15341,7810,9481,11438,5377,7088,7501,9443,291
13185,13185,15746,8829,7948,5043,7812,15713,16998,3522,3804,3498
13186,13186,11546,15908,17470,8513,11350,13626,3887,11366,13370,8855
13187,13187,8744,16486,16243,13302,5612,2476,3518,13251,17729,3539
13188,13188,16804,17739,8040,15499,15122,17370,10026,15739,15995,17626
13189,13189,3474,1635,5298,12572,12590,8617,3574,8865,15422,9387
13190,13190,8457,8094,13688,15533,1043,9973,2431,330,10020,6101
13191,13191,2194,3317,14653,6862,10653,8415,1907,4771,7521,3823
13192,13192,2364,3632,802,3401,5546,8675,11984,15954,14128,2526
13193,13193,4704,15243,10218,17126,14540,17748,7667,15984,16572,2653
13194,13194,16710,16237,14868,8059,13657,17258,17177,2400,14152,11366
13195,13195,336,61,87,677,15493,11170,5781,12814,11661,12340
13196,13196,10615,14519,9108,17647,5149,5549,5157,3524,7756,6909
13197,7203,7707,3339,3322,8115,13783,8691,3494,13197,16089,9098
13198,13198,13296,2347,9876,6199,8429,13382,6425,7933,11679,1105
13199,13199,15689,16898,16494,17447,17409,190,15303,14624,8341,3064
13200,13200,2983,216,8199,1621,12698,1188,8621,11220,3732,7255
13201,13201,8697,9386,14089,17040,15184,13733,12671,16839,16432,11358
13202,13202,2439,6254,14616,8403,4122,5743,471,17424,577,14130
13203,13203,9688,13486,381,1637,12526,10361,17271,760,12774,4746
13204,13204,16231,15609,16329,4671,15854,5122,4767,14803,14411,15784
13205,13205,14636,11423,17023,14182,16265,9817,17072,14888,15578,6234
13206,13206,14165,15768,8156,6508,2748,3967,16218,9001,17699,12626
13207,13207,6605,10495,14174,13098,14175,13772,17497,3121,14074,7730
13208,13208,6885,551,4601,1868,5676,6337,16077,8842,2615,2775
13209,13209,12157,7769,16527,9019,8933,5591,5992,3879,4848,8111
13210,13210,1835,15748,12725,6245,743,6457,4420,8349,12715,13807
13211,13211,2964,12719,6134,9890,5493,10486,3323,12320,13433,11089
13212,13212,16262,820,3204,6819,14955,15652,14162,73,17389,4423
13213,13213,14213,7596,586,374,17701,2474,2130,11283,16132,10693
13214,13214,5010,17459,2923,800,1226,6522,170,1221,4271,453
13215,13215,13220,17535,16071,16271,15818,10981,14679,17008,17753,16854
13216,13216,17491,13779,5842,14041,9533,10544,16437,11070,927,13463
13217,13217,15275,5725,17093,11647,4221,11025,16645,5488,1934,8874
13218,13218,16275,1514,10074,17292,6117,13806,10160,9634,8656,10638
13219,13219,12343,8149,8418,9218,14167,12238,2519,2786,1780,10965
13220,13220,16071,17535,16271,15818,13215,10981,14679,17008,17753,16854
13221,13221,12855,16131,16583,2620,998,1874,2348,16036,5029,11611
13222,13222,3413,2275,12105,3055,5598,5642,1790,8196,15897,4057
13223,13223,7489,8783,12984,11319,10235,4769,4941,17432,3106,13553
13224,13224,12817,14534,5926,11631,4528,4787,5345,6769,14944,3867
13225,13225,13693,12064,4414,12657,14520,5775,14786,13715,8512,12257
13226,13226,13576,13642,16766,2018,3359,1786,393,1953,501,2048
13227,13227,8850,10067,5329,17057,16930,12348,17289,15288,15982,4764
13228,13228,9351,3204,7682,4952,8567,6556,13634,15849,14078,7453
13229,13229,6998,5734,6339,16859,9671,2869,3821,7996,333,8288
13230,13230,7106,15402,6734,15797,14196,16708,15814,3056,14706,12840
13231,13231,5872,13000,10938,6338,804,1902,1174,5689,882,219
13232,13232,17263,11161,7539,3563,12166,12057,17218,16508,15789,12695
13233,13233,5143,13048,13378,15197,11033,10407,15385,14917,8710,11809
13234,13234,16868,8410,13358,14665,17237,10343,11833,11648,7155,12658
13235,13235,3534,4578,6180,5844,11309,4881,6833,4293,17736,10508
13236,6604,7186,11027,6972,10094,14596,6861,4063,17298,13236,8558
13237,13237,12439,4135,6709,10474,10679,14693,9611,1537,16488,5464
13238,13238,16076,2426,1539,13295,4893,13284,13534,2118,13137,2839
13239,13239,10837,15079,15844,12678,12408,14783,17509,12384,12436,15451
13240,13240,15436,16919,3631,9029,14272,8441,2765,7242,14258,16812
13241,13241,9672,14068,9643,14085,3790,12891,17585,11697,16281,3904
13242,13242,13327,12660,12521,17332,14743,6547,15657,12635,10329,4693
13243,13243,15574,17586,15655,16985,10574,13979,17576,16958,7328,16693
13244,13244,5962,14614,16171,6765,12549,11556,2002,810,5955,5830
13245,13245,10917,762,6385,679,11274,12442,4716,3464,879,2713
